ACCESS-CM2,r1i1p1f1,1880,2014
ACCESS-CM2,r2i1p1f1,1880,2014
ACCESS-CM2,r3i1p1f1,1880,2014
ACCESS-ESM1-5,r10i1p1f1,1880,2014
ACCESS-ESM1-5,r11i1p1f1,1880,2014
ACCESS-ESM1-5,r12i1p1f1,1880,2014
ACCESS-ESM1-5,r13i1p1f1,1880,2014
ACCESS-ESM1-5,r14i1p1f1,1880,2014
ACCESS-ESM1-5,r15i1p1f1,1880,2014
ACCESS-ESM1-5,r16i1p1f1,1880,2014
ACCESS-ESM1-5,r17i1p1f1,1880,2014
ACCESS-ESM1-5,r18i1p1f1,1880,2014
ACCESS-ESM1-5,r19i1p1f1,1880,2014
ACCESS-ESM1-5,r1i1p1f1,1880,2014
ACCESS-ESM1-5,r20i1p1f1,1880,2014
ACCESS-ESM1-5,r21i1p1f1,1880,2014
ACCESS-ESM1-5,r22i1p1f1,1880,2014
ACCESS-ESM1-5,r23i1p1f1,1880,2014
ACCESS-ESM1-5,r24i1p1f1,1880,2014
ACCESS-ESM1-5,r25i1p1f1,1880,2014
ACCESS-ESM1-5,r26i1p1f1,1880,2014
ACCESS-ESM1-5,r27i1p1f1,1880,2014
ACCESS-ESM1-5,r28i1p1f1,1880,2014
ACCESS-ESM1-5,r29i1p1f1,1880,2014
ACCESS-ESM1-5,r2i1p1f1,1880,2014
ACCESS-ESM1-5,r30i1p1f1,1880,2014
ACCESS-ESM1-5,r3i1p1f1,1880,2014
ACCESS-ESM1-5,r4i1p1f1,1880,2014
ACCESS-ESM1-5,r5i1p1f1,1880,2014
ACCESS-ESM1-5,r6i1p1f1,1880,2014
ACCESS-ESM1-5,r7i1p1f1,1880,2014
ACCESS-ESM1-5,r8i1p1f1,1880,2014
ACCESS-ESM1-5,r9i1p1f1,1880,2014
AWI-CM-1-1-MR,r1i1p1f1,1880,2014
AWI-CM-1-1-MR,r2i1p1f1,1880,2014
AWI-CM-1-1-MR,r3i1p1f1,1880,2014
AWI-CM-1-1-MR,r4i1p1f1,1880,2014
AWI-CM-1-1-MR,r5i1p1f1,1880,2014
AWI-ESM-1-1-LR,r1i1p1f1,1880,2014
BCC-CSM2-MR,r1i1p1f1,1880,2014
BCC-CSM2-MR,r2i1p1f1,1880,2014
BCC-CSM2-MR,r3i1p1f1,1880,2014
BCC-ESM1,r1i1p1f1,1880,2014
BCC-ESM1,r2i1p1f1,1880,2014
BCC-ESM1,r3i1p1f1,1880,2014
CAMS-CSM1-0,r1i1p1f1,1880,2014
CAMS-CSM1-0,r2i1p1f1,1880,2014
CanESM5-CanOE,r1i1p2f1,1880,2014
CanESM5-CanOE,r2i1p2f1,1880,2014
CanESM5-CanOE,r3i1p2f1,1880,2014
CanESM5,r1i1p1f1,1880,2014
CanESM5,r2i1p1f1,1880,2014
CanESM5,r3i1p1f1,1880,2014
CAS-ESM2-0,r1i1p1f1,1880,2014
CAS-ESM2-0,r2i1p1f1,1880,2014
CAS-ESM2-0,r3i1p1f1,1880,2014
CAS-ESM2-0,r4i1p1f1,1880,2014
CESM2-FV2,r1i1p1f1,1880,2014
CESM2-FV2,r2i1p1f1,1880,2014
CESM2-FV2,r3i1p1f1,1880,2014
CESM2-WACCM-FV2,r1i1p1f1,1880,2014
CESM2-WACCM-FV2,r2i1p1f1,1880,2014
CESM2-WACCM-FV2,r3i1p1f1,1880,2014
CESM2,r10i1p1f1,1880,2014
CESM2,r11i1p1f1,1880,2014
CESM2,r1i1p1f1,1880,2014
CESM2,r2i1p1f1,1880,2014
CESM2,r3i1p1f1,1880,2014
CESM2,r4i1p1f1,1880,2014
CESM2,r5i1p1f1,1880,2014
CESM2,r6i1p1f1,1880,2014
CESM2,r7i1p1f1,1880,2014
CESM2,r8i1p1f1,1880,2014
CESM2,r9i1p1f1,1880,2014
CIESM,r1i1p1f1,1880,2014
CIESM,r2i1p1f1,1880,2014
CIESM,r3i1p1f1,1880,2014
CMCC-CM2-HR4,r1i1p1f1,1880,2014
CMCC-CM2-SR5,r1i1p1f1,1880,2014
CMCC-ESM2,r1i1p1f1,1880,2014
CNRM-CM6-1-HR,r1i1p1f2,1880,2014
CNRM-CM6-1,r1i1p1f2,1880,2014
CNRM-CM6-1,r2i1p1f2,1880,2014
CNRM-CM6-1,r3i1p1f2,1880,2014
CNRM-ESM2-1,r1i1p1f2,1880,2014
CNRM-ESM2-1,r2i1p1f2,1880,2014
CNRM-ESM2-1,r3i1p1f2,1880,2014
CNRM-ESM2-1,r4i1p1f2,1880,2014
CNRM-ESM2-1,r5i1p1f2,1880,2014
E3SM-1-0,r1i1p1f1,1880,2014
E3SM-1-0,r2i1p1f1,1880,2014
E3SM-1-0,r3i1p1f1,1880,2014
E3SM-1-0,r4i1p1f1,1880,2014
E3SM-1-0,r5i1p1f1,1880,2014
E3SM-1-1-ECA,r1i1p1f1,1880,2014
E3SM-1-1,r1i1p1f1,1880,2014
EC-EARTH3-AerChem,r4i1p1f1,1880,2014
EC-Earth3-CC,r1i1p1f1,1880,2014
EC-Earth3-Veg-LR,r1i1p1f1,1880,2014
EC-Earth3-Veg-LR,r2i1p1f1,1880,2014
EC-Earth3-Veg-LR,r3i1p1f1,1880,2014
EC-Earth3-Veg,r1i1p1f1,1880,2014
EC-Earth3-Veg,r2i1p1f1,1880,2014
EC-Earth3-Veg,r3i1p1f1,1880,2014
EC-Earth3-Veg,r5i1p1f1,1880,2014
EC-Earth3,r10i1p1f1,1880,2014
EC-Earth3,r12i1p1f1,1880,2014
EC-Earth3,r16i1p1f1,1880,2014
EC-Earth3,r17i1p1f1,1880,2014
EC-Earth3,r18i1p1f1,1880,2014
EC-Earth3,r1i1p1f1,1880,2014
EC-Earth3,r20i1p1f1,1880,2014
EC-Earth3,r21i1p1f1,1880,2014
EC-Earth3,r22i1p1f1,1880,2014
EC-Earth3,r23i1p1f1,1880,2014
EC-Earth3,r24i1p1f1,1880,2014
EC-Earth3,r25i1p1f1,1880,2014
EC-Earth3,r3i1p1f1,1880,2014
EC-Earth3,r4i1p1f1,1880,2014
EC-Earth3,r6i1p1f1,1880,2014
EC-Earth3,r9i1p1f1,1880,2014
FGOALS-f3-L,r1i1p1f1,1880,2014
FGOALS-f3-L,r2i1p1f1,1880,2014
FGOALS-f3-L,r3i1p1f1,1880,2014
FGOALS-g3,r1i1p1f1,1880,2014
FGOALS-g3,r2i1p1f1,1880,2014
FGOALS-g3,r3i1p1f1,1880,2014
FGOALS-g3,r4i1p1f1,1880,2014
FGOALS-g3,r5i1p1f1,1880,2014
FGOALS-g3,r6i1p1f1,1880,2014
FIO-ESM-2-0,r1i1p1f1,1880,2014
FIO-ESM-2-0,r2i1p1f1,1880,2014
FIO-ESM-2-0,r3i1p1f1,1880,2014
GFDL-ESM4,r1i1p1f1,1880,2014
GFDL-ESM4,r2i1p1f1,1880,2014
GFDL-ESM4,r3i1p1f1,1880,2014
GISS-E2-1-G,r10i1p1f1,1880,2014
GISS-E2-1-G,r1i1p1f1,1880,2014
GISS-E2-1-G,r2i1p1f1,1880,2014
GISS-E2-1-G,r3i1p1f1,1880,2014
GISS-E2-1-G,r4i1p1f1,1880,2014
GISS-E2-1-G,r5i1p1f1,1880,2014
GISS-E2-1-G,r6i1p1f1,1880,2014
GISS-E2-1-G,r7i1p1f1,1880,2014
GISS-E2-1-G,r8i1p1f1,1880,2014
GISS-E2-1-G,r9i1p1f1,1880,2014
GISS-E2-1-H,r10i1p1f1,1880,2014
GISS-E2-1-H,r1i1p1f1,1880,2014
GISS-E2-1-H,r2i1p1f1,1880,2014
GISS-E2-1-H,r3i1p1f1,1880,2014
GISS-E2-1-H,r4i1p1f1,1880,2014
GISS-E2-1-H,r5i1p1f1,1880,2014
GISS-E2-1-H,r6i1p1f1,1880,2014
GISS-E2-1-H,r7i1p1f1,1880,2014
GISS-E2-1-H,r8i1p1f1,1880,2014
GISS-E2-1-H,r9i1p1f1,1880,2014
GISS-E2-2-H,r1i1p1f1,1880,2014
GISS-E2-2-H,r2i1p1f1,1880,2014
GISS-E2-2-H,r3i1p1f1,1880,2014
GISS-E2-2-H,r4i1p1f1,1880,2014
GISS-E2-2-H,r5i1p1f1,1880,2014
HadGEM3-GC31-LL,r1i1p1f3,1880,2014
HadGEM3-GC31-LL,r2i1p1f3,1880,2014
HadGEM3-GC31-LL,r3i1p1f3,1880,2014
HadGEM3-GC31-LL,r4i1p1f3,1880,2014
HadGEM3-GC31-MM,r1i1p1f3,1880,2014
HadGEM3-GC31-MM,r2i1p1f3,1880,2014
HadGEM3-GC31-MM,r3i1p1f3,1880,2014
HadGEM3-GC31-MM,r4i1p1f3,1880,2014
IITM,r1i1p1f1,1880,2014
INM-CM4-8,r1i1p1f1,1880,2014
INM-CM5-0,r10i1p1f1,1880,2014
INM-CM5-0,r1i1p1f1,1880,2014
INM-CM5-0,r2i1p1f1,1880,2014
INM-CM5-0,r3i1p1f1,1880,2014
INM-CM5-0,r4i1p1f1,1880,2014
INM-CM5-0,r5i1p1f1,1880,2014
INM-CM5-0,r6i1p1f1,1880,2014
INM-CM5-0,r7i1p1f1,1880,2014
INM-CM5-0,r8i1p1f1,1880,2014
INM-CM5-0,r9i1p1f1,1880,2014
IPSL-CM5A2-INCA,r1i1p1f1,1880,2014
IPSL-CM6A-LR-INCA,r1i1p1f1,1880,2014
IPSL-CM6A-LR,r10i1p1f1,1880,2014
IPSL-CM6A-LR,r11i1p1f1,1880,2014
IPSL-CM6A-LR,r12i1p1f1,1880,2014
IPSL-CM6A-LR,r13i1p1f1,1880,2014
IPSL-CM6A-LR,r14i1p1f1,1880,2014
IPSL-CM6A-LR,r15i1p1f1,1880,2014
IPSL-CM6A-LR,r16i1p1f1,1880,2014
IPSL-CM6A-LR,r17i1p1f1,1880,2014
IPSL-CM6A-LR,r18i1p1f1,1880,2014
IPSL-CM6A-LR,r19i1p1f1,1880,2014
IPSL-CM6A-LR,r1i1p1f1,1880,2014
IPSL-CM6A-LR,r20i1p1f1,1880,2014
IPSL-CM6A-LR,r21i1p1f1,1880,2014
IPSL-CM6A-LR,r22i1p1f1,1880,2014
IPSL-CM6A-LR,r23i1p1f1,1880,2014
IPSL-CM6A-LR,r24i1p1f1,1880,2014
IPSL-CM6A-LR,r25i1p1f1,1880,2014
IPSL-CM6A-LR,r26i1p1f1,1880,2014
IPSL-CM6A-LR,r27i1p1f1,1880,2014
IPSL-CM6A-LR,r28i1p1f1,1880,2014
IPSL-CM6A-LR,r29i1p1f1,1880,2014
IPSL-CM6A-LR,r2i1p1f1,1880,2014
IPSL-CM6A-LR,r30i1p1f1,1880,2014
IPSL-CM6A-LR,r31i1p1f1,1880,2014
IPSL-CM6A-LR,r32i1p1f1,1880,2014
IPSL-CM6A-LR,r3i1p1f1,1880,2014
IPSL-CM6A-LR,r4i1p1f1,1880,2014
IPSL-CM6A-LR,r5i1p1f1,1880,2014
IPSL-CM6A-LR,r6i1p1f1,1880,2014
IPSL-CM6A-LR,r7i1p1f1,1880,2014
IPSL-CM6A-LR,r8i1p1f1,1880,2014
IPSL-CM6A-LR,r9i1p1f1,1880,2014
KACE-1-0-G,r1i1p1f1,1880,2014
KACE-1-0-G,r2i1p1f1,1880,2014
KACE-1-0-G,r3i1p1f1,1880,2014
KIOST-ESM,r1i1p1f1,1880,2014
MCM-UA-1-0,r1i1p1f1,1880,2014
MIROC6,r10i1p1f1,1880,2014
MIROC6,r11i1p1f1,1880,2014
MIROC6,r12i1p1f1,1880,2014
MIROC6,r13i1p1f1,1880,2014
MIROC6,r14i1p1f1,1880,2014
MIROC6,r15i1p1f1,1880,2014
MIROC6,r16i1p1f1,1880,2014
MIROC6,r17i1p1f1,1880,2014
MIROC6,r18i1p1f1,1880,2014
MIROC6,r19i1p1f1,1880,2014
MIROC6,r1i1p1f1,1880,2014
MIROC6,r20i1p1f1,1880,2014
MIROC6,r21i1p1f1,1880,2014
MIROC6,r22i1p1f1,1880,2014
MIROC6,r23i1p1f1,1880,2014
MIROC6,r24i1p1f1,1880,2014
MIROC6,r25i1p1f1,1880,2014
MIROC6,r26i1p1f1,1880,2014
MIROC6,r27i1p1f1,1880,2014
MIROC6,r28i1p1f1,1880,2014
MIROC6,r29i1p1f1,1880,2014
MIROC6,r2i1p1f1,1880,2014
MIROC6,r30i1p1f1,1880,2014
MIROC6,r31i1p1f1,1880,2014
MIROC6,r32i1p1f1,1880,2014
MIROC6,r33i1p1f1,1880,2014
MIROC6,r34i1p1f1,1880,2014
MIROC6,r35i1p1f1,1880,2014
MIROC6,r36i1p1f1,1880,2014
MIROC6,r37i1p1f1,1880,2014
MIROC6,r38i1p1f1,1880,2014
MIROC6,r39i1p1f1,1880,2014
MIROC6,r3i1p1f1,1880,2014
MIROC6,r40i1p1f1,1880,2014
MIROC6,r41i1p1f1,1880,2014
MIROC6,r42i1p1f1,1880,2014
MIROC6,r43i1p1f1,1880,2014
MIROC6,r44i1p1f1,1880,2014
MIROC6,r45i1p1f1,1880,2014
MIROC6,r46i1p1f1,1880,2014
MIROC6,r47i1p1f1,1880,2014
MIROC6,r48i1p1f1,1880,2014
MIROC6,r49i1p1f1,1880,2014
MIROC6,r4i1p1f1,1880,2014
MIROC6,r50i1p1f1,1880,2014
MIROC6,r5i1p1f1,1880,2014
MIROC6,r6i1p1f1,1880,2014
MIROC6,r7i1p1f1,1880,2014
MIROC6,r8i1p1f1,1880,2014
MIROC6,r9i1p1f1,1880,2014
MPI-ESM-1-2-HAM,r1i1p1f1,1880,2014
MPI-ESM-1-2-HAM,r2i1p1f1,1880,2014
MPI-ESM-1-2-HAM,r3i1p1f1,1880,2014
MPI-ESM1-2-HR,r1i1p1f1,1880,2014
MPI-ESM1-2-HR,r2i1p1f1,1880,2014
MPI-ESM1-2-HR,r3i1p1f1,1880,2014
MPI-ESM1-2-LR,r10i1p1f1,1880,2014
MPI-ESM1-2-LR,r1i1p1f1,1880,2014
MPI-ESM1-2-LR,r2i1p1f1,1880,2014
MPI-ESM1-2-LR,r3i1p1f1,1880,2014
MPI-ESM1-2-LR,r4i1p1f1,1880,2014
MPI-ESM1-2-LR,r5i1p1f1,1880,2014
MPI-ESM1-2-LR,r6i1p1f1,1880,2014
MPI-ESM1-2-LR,r7i1p1f1,1880,2014
MPI-ESM1-2-LR,r8i1p1f1,1880,2014
MPI-ESM1-2-LR,r9i1p1f1,1880,2014
MRI-ESM2-0,r1i1p1f1,1880,2014
MRI-ESM2-0,r2i1p1f1,1880,2014
MRI-ESM2-0,r3i1p1f1,1880,2014
MRI-ESM2-0,r4i1p1f1,1880,2014
MRI-ESM2-0,r5i1p1f1,1880,2014
NESM3,r1i1p1f1,1880,2014
NESM3,r2i1p1f1,1880,2014
NESM3,r3i1p1f1,1880,2014
NESM3,r4i1p1f1,1880,2014
NESM3,r5i1p1f1,1880,2014
NorCPM1,r10i1p1f1,1880,2014
NorCPM1,r1i1p1f1,1880,2014
NorCPM1,r2i1p1f1,1880,2014
NorCPM1,r3i1p1f1,1880,2014
NorCPM1,r4i1p1f1,1880,2014
NorCPM1,r5i1p1f1,1880,2014
NorCPM1,r6i1p1f1,1880,2014
NorCPM1,r7i1p1f1,1880,2014
NorCPM1,r8i1p1f1,1880,2014
NorCPM1,r9i1p1f1,1880,2014
NorESM2-LM,r1i1p1f1,1880,2014
NorESM2-LM,r2i1p1f1,1880,2014
NorESM2-LM,r3i1p1f1,1880,2014
NorESM2-MM,r1i1p1f1,1880,2014
NorESM2-MM,r2i1p1f1,1880,2014
NorESM2-MM,r3i1p1f1,1880,2014
SAM0-UNICON,r1i1p1f1,1880,2014
TaiESM1,r1i1p1f1,1880,2014
TaiESM1,r2i1p1f1,1880,2014
UKESM1-0-LL,r1i1p1f2,1880,2014
UKESM1-0-LL,r2i1p1f2,1880,2014
UKESM1-0-LL,r3i1p1f2,1880,2014
